,Concentration,Seed,NumSamples,MaxIters,MaxCats,Converged,ARI,NumCats,NumBigCats,Means,Weights,Covs,NumLargeWeights,CategoryCounts,NumNasalSplits,NumHighSplits,NumLowSplits
120,10000.0,0,250,1000,6,True,0.541845759711127,4,4,[3.97209825 1.01512364] [1.01425593 0.82368247] [4.06816311 4.03113355] [1.05090948 3.82842767],[0.22905207 0.00106933 0.00106923 0.19139734 0.28390287 0.29350917],[[1.59623162 0.34436716]  [0.34436716 1.33829843]] [[1.57106575 0.44041283]  [0.44041283 1.0458228 ]] [[1.67187124 0.50967564]  [0.50967564 1.82777348]] [[1.39847752 0.3673835 ]  [0.3673835  1.76426161]],6,"{0: 233, 1: 0, 2: 0, 3: 201, 4: 272, 5: 294}",2,1,1
121,10000.0,1,250,1000,6,True,0.6491657933564906,5,4,[1.06877665 1.10159006] [4.02802774 1.2017446 ] [1.10858684 4.09330685] [4.06778107 4.19625169] [2.61034928 5.68588897],[0.24650546 0.28455207 0.24989612 0.21348647 0.00449065 0.00106922],[[1.14148731 0.53243981]  [0.53243981 1.37074396]] [[1.21036927 0.542054  ]  [0.542054   1.61359797]] [[1.19058371 0.49727074]  [0.49727074 1.35999223]] [[1.16583284 0.53249125]  [0.53249125 1.08934781]] [[2.01717768 0.26120397]  [0.26120397 6.6602463 ]],6,"{0: 246, 1: 283, 2: 246, 3: 223, 4: 2, 5: 0}",2,1,1
122,10000.0,2,250,1000,6,True,0.4302950726618869,6,6,[0.65184753 2.66943787] [3.94433049 3.88513984] [1.03119938 3.8397584 ] [3.64022359 0.57696467] [0.91026954 0.38704551] [4.80818826 1.46188101],[0.07879279 0.30489875 0.19331657 0.15364804 0.18815108 0.08119277],[[1.61080639 0.01455909]  [0.01455909 0.49232289]] [[1.81700068 0.23960703]  [0.23960703 1.46489517]] [[1.09176559 0.09402456]  [0.09402456 1.83862241]] [[0.82085323 0.06586551]  [0.06586551 1.11796421]] [[1.39846373 0.34701972]  [0.34701972 0.98544234]] [[ 1.57702033 -0.18627454]  [-0.18627454  0.78607659]],6,"{0: 46, 1: 314, 2: 213, 3: 164, 4: 200, 5: 63}",3,1,2
123,10000.0,3,250,1000,6,True,0.5230595921776614,4,4,[3.7073163  4.13562608] [0.44923222 0.86276147] [3.49006732 1.18756055] [0.78462521 3.92838634],[0.25262744 0.15452823 0.34845158 0.24225258 0.00106931 0.00107086],[[1.85814846 0.68887728]  [0.68887728 1.39043307]] [[1.0643299  0.55708909]  [0.55708909 1.308324  ]] [[2.13078015 0.63661987]  [0.63661987 1.73743821]] [[1.39568692 0.57890776]  [0.57890776 1.72563252]],6,"{0: 257, 1: 159, 2: 340, 3: 244, 4: 0, 5: 0}",2,1,1
124,10000.0,4,250,1000,6,True,0.5706609174879428,4,4,[0.89810585 0.96877188] [4.10309794 4.10707612] [3.74874634 0.96884029] [0.91867553 3.76428446],[0.19994543 0.2324219  0.00106922 0.00106911 0.29310023 0.27239411],[[1.37073528 0.81561322]  [0.81561322 1.55530917]] [[1.31161655 0.5342709 ]  [0.5342709  1.55667049]] [[1.93686947 0.72567956]  [0.72567956 1.65294743]] [[1.39454129 0.65445853]  [0.65445853 1.85362216]],6,"{0: 208, 1: 230, 2: 0, 3: 0, 4: 289, 5: 273}",2,1,1
125,10000.0,5,250,1000,6,True,0.5393822459247553,4,4,[4.2786538  3.90611227] [1.26198648 0.86742508] [4.21630382 0.91129442] [1.25134865 3.84140808],[0.2300276  0.27525566 0.00106961 0.18353129 0.00106912 0.30904672],[[1.03736361 0.27122426]  [0.27122426 1.68083998]] [[1.72928581 0.32382021]  [0.32382021 1.2878422 ]] [[0.98317128 0.25412277]  [0.25412277 1.2935018 ]] [[1.50548438 0.28449861]  [0.28449861 1.53691581]],6,"{0: 235, 1: 279, 2: 0, 3: 185, 4: 0, 5: 301}",2,1,1
126,10000.0,6,250,1000,6,True,0.5015764662880471,4,4,[3.89231993 4.10425602] [0.89876131 3.92179109] [0.99190536 0.95726268] [3.98962811 1.1331812 ],[0.27022324 0.00107091 0.22495028 0.25527814 0.24740822 0.00106921],[[1.88623017 0.35211595]  [0.35211595 1.41526837]] [[1.37256394 0.26505657]  [0.26505657 1.34610155]] [[1.98765474 0.42427409]  [0.42427409 1.45818405]] [[1.70805106 0.33567085]  [0.33567085 1.40080109]],6,"{0: 272, 1: 0, 2: 229, 3: 252, 4: 247, 5: 0}",2,1,1
127,10000.0,7,250,1000,6,True,0.6022411371365771,4,4,[4.27810301 4.0114295 ] [1.28122263 3.92462347] [1.11952334 0.94801274] [4.09832507 1.0147045 ],[0.00106967 0.23493648 0.25596768 0.23913985 0.26781575 0.00107056],[[1.38530382 0.43363291]  [0.43363291 1.28454841]] [[1.39422697 0.34362454]  [0.34362454 1.26186528]] [[1.27909551 0.37790939]  [0.37790939 1.32541293]] [[1.39913292 0.39194217]  [0.39194217 1.37988936]],6,"{0: 0, 1: 234, 2: 256, 3: 239, 4: 271, 5: 0}",2,1,1
128,10000.0,8,250,1000,6,True,0.5010341789311638,5,5,[1.01535301 4.25383297] [3.86924314 1.07917635] [3.9863056  4.16388768] [0.8447098  0.58540301] [0.95713222 2.10604706],[0.2108416  0.27002754 0.24614402 0.15942844 0.112489   0.0010694 ],[[1.21394192 0.22908354]  [0.22908354 1.24888675]] [[1.58742005 0.53551439]  [0.53551439 1.72220989]] [[1.47247563 0.38215184]  [0.38215184 1.62570955]] [[1.36118076 0.59171368]  [0.59171368 1.40971636]] [[1.711005   0.17734141]  [0.17734141 0.47644547]],6,"{0: 204, 1: 285, 2: 236, 3: 145, 4: 130, 5: 0}",2,1,1
129,10000.0,9,250,1000,6,True,0.4763809797559453,6,5,[0.58139304 3.76621063] [4.09809158 1.51274155] [4.08361025 4.60619909] [1.04842926 1.19680896] [1.6196115  4.68121357] [5.7278464  2.71226809],[0.11943471 0.28850539 0.17978825 0.28624851 0.12006862 0.00595452],[[ 1.41254322 -0.01606603]  [-0.01606603  0.77498999]] [[1.13030461 0.41355723]  [0.41355723 2.17110815]] [[1.23092673 0.34705103]  [0.34705103 1.22558816]] [[1.34810032 0.29595286]  [0.29595286 1.62444218]] [[ 0.81712008 -0.14003913]  [-0.14003913  1.32979345]] [[6.22551768 0.40275109]  [0.40275109 2.23280875]],6,"{0: 104, 1: 288, 2: 189, 3: 293, 4: 124, 5: 2}",4,3,1
130,10000.0,10,250,1000,6,True,0.4672314541704108,5,5,[3.75644689 0.91057545] [0.86414348 1.22260662] [4.50544447 3.45858178] [3.57052245 4.24925938] [0.93849934 4.05213784],[0.00106998 0.25855499 0.18566911 0.16817697 0.1747024  0.21182655],[[1.93764092 0.33575262]  [0.33575262 1.16476673]] [[1.06830861 0.39917989]  [0.39917989 1.53502168]] [[1.9138774  0.86272428]  [0.86272428 2.10976514]] [[1.04719361 0.30274238]  [0.30274238 1.46118168]] [[1.00802047 0.23375282]  [0.23375282 1.4961455 ]],6,"{0: 0, 1: 276, 2: 200, 3: 125, 4: 188, 5: 211}",4,3,1
131,10000.0,11,250,1000,6,True,0.5259113999754548,5,5,[4.24156168 2.96329367] [0.97316846 0.70761314] [1.15334033 3.78594602] [3.91243964 0.75762044] [4.1644028  4.23040111],[0.09061591 0.2273767  0.31583833 0.0010689  0.20520417 0.159896  ],[[ 1.48647261 -0.12833653]  [-0.12833653  0.63648283]] [[1.29598436 0.20586471]  [0.20586471 1.04804796]] [[1.72524172 0.36262296]  [0.36262296 1.5774127 ]] [[0.9826835  0.13117467]  [0.13117467 1.12485796]] [[1.27472043 0.6088437 ]  [0.6088437  1.45012894]],6,"{0: 67, 1: 238, 2: 316, 3: 0, 4: 211, 5: 168}",3,1,1
132,10000.0,12,250,1000,6,True,0.5498079188023353,4,4,[3.72773704 3.82044612] [3.54678209 0.81383777] [0.7852639  4.03358346] [0.62829188 1.04050681],[0.33944665 0.00106937 0.26256269 0.19981076 0.00106903 0.19604149],[[1.79135512 0.17951626]  [0.17951626 1.87629068]] [[1.80057502 0.15488161]  [0.15488161 1.09877107]] [[1.10419313 0.08903395]  [0.08903395 1.0718959 ]] [[1.0278697  0.17061748]  [0.17061748 1.2320045 ]],6,"{0: 329, 1: 0, 2: 258, 3: 208, 4: 0, 5: 205}",2,1,1
133,10000.0,13,250,1000,6,True,0.5007652614000627,5,5,[1.1525884  3.69707954] [3.80306567 0.92292406] [4.27917285 4.22833803] [1.17781892 1.04198031] [4.22267179 0.30354429],[0.34332426 0.24880813 0.1639339  0.2038376  0.00106906 0.03902705],[[1.95804312 0.82433257]  [0.82433257 2.12618028]] [[2.02682927 1.2541478 ]  [1.2541478  1.81583208]] [[1.11551835 0.61186435]  [0.61186435 1.20375983]] [[1.8643209  1.17467756]  [1.17467756 1.38175275]] [[ 1.214475   -0.28028131]  [-0.28028131  3.06535085]],6,"{0: 319, 1: 263, 2: 181, 3: 222, 4: 0, 5: 15}",3,1,2
134,10000.0,14,250,1000,6,True,0.5416647309078837,4,4,[3.53078018 1.07905607] [0.93836239 4.00157863] [0.57949933 1.07999679] [3.91255766 4.03506349],[0.32414937 0.00107127 0.23914764 0.20782203 0.22674024 0.00106945],[[1.73317686 0.44350161]  [0.44350161 1.72651265]] [[1.27124512 0.3483862 ]  [0.3483862  1.48095715]] [[0.97556712 0.5195763 ]  [0.5195763  1.86629442]] [[1.20091596 0.35183514]  [0.35183514 1.46383988]],6,"{0: 320, 1: 0, 2: 241, 3: 212, 4: 227, 5: 0}",2,1,1
135,10000.0,15,250,1000,6,True,0.5442998546559712,4,4,[0.77853356 3.79347907] [0.64477313 0.80117836] [3.61186418 0.93350793] [3.71557924 3.91155958],[0.24228983 0.00106989 0.18227109 0.27446647 0.29883318 0.00106953],[[1.46230629 0.31360839]  [0.31360839 1.42348823]] [[1.48563438 0.30066922]  [0.30066922 1.03589249]] [[2.0485864  0.34062506]  [0.34062506 1.12930509]] [[1.92391605 0.35888868]  [0.35888868 1.41305302]],6,"{0: 245, 1: 0, 2: 184, 3: 275, 4: 296, 5: 0}",2,1,1
136,10000.0,16,250,1000,6,True,0.5677811135277305,4,4,[3.93956275 1.05584444] [0.87341462 0.96735394] [4.17041103 3.91566417] [1.32422787 4.04119273],[0.2646482  0.00106951 0.21302616 0.22868827 0.0010701  0.29149777],[[1.6724152  0.51095844]  [0.51095844 1.44792451]] [[1.2500441  0.42546697]  [0.42546697 1.43054368]] [[1.47651471 0.69062839]  [0.69062839 1.63614913]] [[1.83700774 0.49579331]  [0.49579331 1.50862947]],6,"{0: 263, 1: 0, 2: 215, 3: 234, 4: 0, 5: 288}",2,1,1
137,10000.0,17,250,1000,6,True,0.4950761593236006,6,5,[4.26460492 1.26526525] [1.13480447 3.78233186] [-0.64733448  1.37762612] [1.12299466 1.10846121] [2.05189217 0.38938723] [4.2860181 4.2493492],[0.23898029 0.33349904 0.00451861 0.14261623 0.07123219 0.20915365],[[1.2029301  0.35840065]  [0.35840065 1.5466078 ]] [[1.40505393 0.59338984]  [0.59338984 2.09262425]] [[7.37346474 2.58793789]  [2.58793789 2.9266435 ]] [[1.33714466 1.01521878]  [1.01521878 1.30543213]] [[0.71221506 0.21858787]  [0.21858787 1.27789886]] [[1.03929351 0.43381942]  [0.43381942 1.48429433]],6,"{0: 237, 1: 326, 2: 2, 3: 171, 4: 52, 5: 212}",7,1,6
138,10000.0,18,250,1000,6,True,0.4156583649924371,6,6,[0.86311284 3.33364201] [1.10354752 0.54650241] [3.80207308 2.68741939] [3.72598044 4.6443935 ] [-0.16551812  2.4239578 ] [3.99366232 0.80907462],[0.2066152  0.17862553 0.13615665 0.21161144 0.05591972 0.21107146],[[ 0.65619888 -0.05308802]  [-0.05308802  2.28066189]] [[1.81354996 0.62689164]  [0.62689164 1.46127544]] [[ 1.82621346 -0.04222342]  [-0.04222342  0.57166248]] [[1.99703618 0.1351767 ]  [0.1351767  0.86005648]] [[ 2.54847432 -0.06443071]  [-0.06443071  1.77305167]] [[1.36343032 0.29223859]  [0.29223859 1.46612284]],6,"{0: 233, 1: 186, 2: 149, 3: 199, 4: 27, 5: 206}",4,2,1
139,10000.0,19,250,1000,6,True,0.5681786599523905,4,4,[1.19224114 4.0135192 ] [4.02368739 1.26638877] [4.19108925 4.24685621] [1.05012387 1.05029322],[0.00106991 0.27601337 0.2701479  0.20424812 0.00107139 0.24744931],[[1.61716908 0.43504149]  [0.43504149 1.42007888]] [[1.46077992 0.44934848]  [0.44934848 1.56910528]] [[1.34370201 0.44622481]  [0.44622481 1.28575538]] [[1.51241178 0.49207234]  [0.49207234 1.44554204]],6,"{0: 0, 1: 272, 2: 267, 3: 207, 4: 0, 5: 254}",2,1,1
140,100000.0,0,250,1000,6,True,0.541845759711127,4,4,[3.97374291 1.01360713] [1.01592448 0.82313116] [4.06800156 4.02929841] [1.05094265 3.82768911],[0.22846385 0.00106912 0.00106911 0.19151135 0.28421551 0.29367106],[[1.59435309 0.34434631]  [0.34434631 1.33704186]] [[1.57298413 0.44038375]  [0.44038375 1.04511073]] [[1.67189236 0.50985118]  [0.50985118 1.8303095 ]] [[1.39844762 0.36731913]  [0.36731913 1.76518228]],6,"{0: 233, 1: 0, 2: 0, 3: 201, 4: 272, 5: 294}",2,1,1
141,100000.0,1,250,1000,6,True,0.6491657933564906,5,4,[1.06819183 1.09991019] [4.0271818  1.20090308] [1.10848131 4.09132812] [4.06788436 4.19573585] [2.61145784 5.68546182],[0.24599738 0.28458754 0.25027509 0.21360629 0.00446411 0.0010696 ],[[1.14033983 0.5329685 ]  [0.5329685  1.36861412]] [[1.21136434 0.54230232]  [0.54230232 1.61283844]] [[1.19111668 0.49798442]  [0.49798442 1.36344873]] [[1.16578746 0.53240756]  [0.53240756 1.08989079]] [[2.01536009 0.26230516]  [0.26230516 6.66876863]],6,"{0: 246, 1: 283, 2: 246, 3: 223, 4: 2, 5: 0}",2,1,1
142,100000.0,2,250,1000,6,True,0.4309077834619914,6,6,[0.65266687 2.66975912] [3.94517756 3.88706893] [1.03073113 3.83613418] [3.6385812  0.57506392] [0.91170287 0.38701519] [4.80340194 1.46420572],[0.07834042 0.30436573 0.19393521 0.1529842  0.18831506 0.08205938],[[1.61455646 0.01497434]  [0.01497434 0.49204793]] [[1.81631926 0.239767  ]  [0.239767   1.4622773 ]] [[1.09276647 0.09563589]  [0.09563589 1.84199873]] [[0.81581425 0.06357385]  [0.06357385 1.11713799]] [[1.39989934 0.34684898]  [0.34684898 0.98601579]] [[ 1.57508952 -0.18774311]  [-0.18774311  0.78897923]],6,"{0: 46, 1: 313, 2: 214, 3: 164, 4: 200, 5: 63}",3,1,2
143,100000.0,3,250,1000,6,True,0.5211708103812358,4,4,[3.70950823 4.13677577] [0.44835981 0.86172797] [3.48977485 1.18870759] [0.78668706 3.92790036],[0.25200928 0.15434061 0.34877096 0.24273906 0.00106955 0.00107054],[[1.85570235 0.68922997]  [0.68922997 1.38943546]] [[1.0636431  0.55659921]  [0.55659921 1.30740509]] [[2.13137922 0.63679898]  [0.63679898 1.73883776]] [[1.39770845 0.57888857]  [0.57888857 1.72616524]],6,"{0: 256, 1: 159, 2: 340, 3: 245, 4: 0, 5: 0}",2,1,1
144,100000.0,4,250,1000,6,True,0.5650241264897377,4,4,[0.89547166 0.96512189] [4.1042086  4.10860049] [3.74469595 0.96943065] [0.91922843 3.75925265],[0.19835862 0.23196399 0.00106914 0.00106913 0.29405593 0.27348319],[[1.36811582 0.81797822]  [0.81797822 1.54994462]] [[1.30872724 0.53389679]  [0.53389679 1.55518845]] [[1.94420059 0.728479  ]  [0.728479   1.65578249]] [[1.39602089 0.65548556]  [0.65548556 1.85981999]],6,"{0: 206, 1: 229, 2: 0, 3: 0, 4: 290, 5: 275}",2,1,1
145,100000.0,5,250,1000,6,True,0.5373148794345622,4,4,[4.28124177 3.90719454] [1.26361553 0.86683366] [4.21734049 0.91201434] [1.25381153 3.84039584],[0.22936917 0.27522468 0.00106929 0.18349276 0.00106927 0.30977483],[[1.03448226 0.27110222]  [0.27110222 1.67971238]] [[1.73154304 0.32457433]  [0.32457433 1.2872091 ]] [[0.98271807 0.25454647]  [0.25454647 1.2945245 ]] [[1.50904499 0.28496746]  [0.28496746 1.53850872]],6,"{0: 234, 1: 280, 2: 0, 3: 185, 4: 0, 5: 301}",2,1,1
146,100000.0,6,250,1000,6,True,0.5033050252522777,4,4,[3.89493256 4.10782982] [0.90104397 3.92179911] [0.99232215 0.95743682] [3.98998933 1.13667932],[0.26918056 0.00107152 0.22533649 0.25539551 0.24794643 0.0010695 ],[[1.88330391 0.35166055]  [0.35166055 1.41163264]] [[1.37489476 0.26505447]  [0.26505447 1.34614491]] [[1.98790259 0.42428162]  [0.42428162 1.45859984]] [[1.70725625 0.33530858]  [0.33530858 1.40439896]],6,"{0: 271, 1: 0, 2: 230, 3: 252, 4: 247, 5: 0}",2,1,1
147,100000.0,7,250,1000,6,True,0.6022411371365771,4,4,[4.27856223 4.01290072] [1.28141557 3.9252323 ] [1.11904042 0.94871518] [4.09778169 1.01596519],[0.00106943 0.2346549  0.25586781 0.23918101 0.2681542  0.00107266],[[1.38496993 0.4331988 ]  [0.4331988  1.28291975]] [[1.3943569  0.34347724]  [0.34347724 1.26113706]] [[1.27856384 0.37788958]  [0.37788958 1.32633155]] [[1.39965282 0.39182262]  [0.39182262 1.38121143]],6,"{0: 0, 1: 234, 2: 256, 3: 239, 4: 271, 5: 0}",2,1,1
148,100000.0,8,250,1000,6,True,0.499816933402825,5,5,[1.01511541 4.25501483] [3.87031914 1.08003276] [3.98604179 4.16514862] [0.84541666 0.58477339] [0.95818244 2.10660126],[0.21059165 0.26999266 0.2460392  0.15949345 0.11281283 0.0010702 ],[[1.2133762  0.22869639]  [0.22869639 1.24729455]] [[1.58601532 0.53539924]  [0.53539924 1.72297034]] [[1.47287958 0.38179618]  [0.38179618 1.62418765]] [[1.36200816 0.59139979]  [0.59139979 1.40929089]] [[1.71144926 0.1773309 ]  [0.1773309  0.47702257]],6,"{0: 203, 1: 285, 2: 236, 3: 145, 4: 131, 5: 0}",2,1,1
149,100000.0,9,250,1000,6,True,0.4788658958134514,6,5,[0.56608779 3.74965342] [4.09802519 1.51274799] [4.08396122 4.60462525] [1.04758344 1.1962789 ] [1.60849329 4.67422884] [5.72957703 2.7136444 ],[0.1161065  0.28852473 0.17970525 0.28618817 0.12353173 0.00594362],[[ 1.41468022 -0.02736706]  [-0.02736706  0.76186779]] [[1.13099123 0.41369673]  [0.41369673 2.17079453]] [[1.2301164  0.34937514]  [0.34937514 1.22581372]] [[1.3484091  0.2949018 ]  [0.2949018  1.62389031]] [[ 0.82843275 -0.1303865 ]  [-0.1303865   1.31924661]] [[6.22883806 0.40383094]  [0.40383094 2.2320238 ]],6,"{0: 102, 1: 287, 2: 190, 3: 292, 4: 127, 5: 2}",4,3,1
150,100000.0,10,250,1000,6,True,0.4690011693193952,5,5,[3.75685528 0.90922853] [0.86482908 1.21968235] [4.50535713 3.45404808] [3.57126043 4.24844568] [0.93807363 4.04911249],[0.00106969 0.25807272 0.18531395 0.16816006 0.1751082  0.21227538],[[1.93711421 0.33565452]  [0.33565452 1.1636792 ]] [[1.06878684 0.39989405]  [0.39989405 1.53199019]] [[1.91488226 0.86552726]  [0.86552726 2.1149656 ]] [[1.04825435 0.30273083]  [0.30273083 1.46168098]] [[1.00805215 0.23434148]  [0.23434148 1.49958603]],6,"{0: 0, 1: 276, 2: 199, 3: 123, 4: 190, 5: 212}",4,3,1
151,100000.0,11,250,1000,6,True,0.5287308939986635,5,5,[4.2431561  2.96176947] [0.97238883 0.7072806 ] [1.15257544 3.78563104] [3.91269491 0.75887165] [4.16215896 4.22499247],[0.08962606 0.22719876 0.3157428  0.00106895 0.20548045 0.16088299],[[ 1.49048616 -0.12892495]  [-0.12892495  0.63371506]] [[1.29508147 0.20576347]  [0.20576347 1.04764184]] [[1.72399792 0.36229688]  [0.36229688 1.57737879]] [[0.98349891 0.13221409]  [0.13221409 1.1264541 ]] [[1.27505727 0.60838051]  [0.60838051 1.45317896]],6,"{0: 66, 1: 238, 2: 314, 3: 0, 4: 211, 5: 171}",3,1,1
152,100000.0,12,250,1000,6,True,0.5498079188023353,4,4,[3.72967365 3.82166396] [3.54812958 0.81469356] [0.78706784 4.03380731] [0.62954477 1.04087265],[0.33882861 0.00106927 0.26258277 0.20009287 0.00106923 0.19635726],[[1.78883649 0.17937937]  [0.17937937 1.87495413]] [[1.79895457 0.1549983 ]  [0.1549983  1.09956339]] [[1.10589802 0.08887875]  [0.08887875 1.07188687]] [[1.02901372 0.17059896]  [0.17059896 1.23251392]],6,"{0: 329, 1: 0, 2: 258, 3: 208, 4: 0, 5: 205}",2,1,1
153,100000.0,13,250,1000,6,True,0.5007652614000627,5,5,[1.15188071 3.69797047] [3.80296927 0.92195938] [4.27896424 4.22832014] [1.17922834 1.04303418] [4.22310057 0.31736784],[0.34301157 0.24815995 0.16399956 0.2042306  0.00106933 0.03952899],[[1.95719587 0.82446894]  [0.82446894 2.12500661]] [[2.02723375 1.25637877]  [1.25637877 1.81561908]] [[1.11591527 0.61176199]  [0.61176199 1.20384966]] [[1.86540622 1.17496619]  [1.17496619 1.38223757]] [[ 1.21282563 -0.27741692]  [-0.27741692  3.07088247]],6,"{0: 319, 1: 263, 2: 181, 3: 222, 4: 0, 5: 15}",3,1,2
154,100000.0,14,250,1000,6,True,0.5454360458680277,4,4,[3.53112618 1.07407313] [0.93706635 4.00281046] [0.58111812 1.08230625] [3.91098313 4.02979755],[0.32295859 0.0010711  0.23871199 0.20829161 0.22789695 0.00106976],[[1.73221045 0.44306354]  [0.44306354 1.72095682]] [[1.27009408 0.34843211]  [0.34843211 1.47968839]] [[0.97685924 0.52046282]  [0.52046282 1.86821742]] [[1.20324841 0.35192011]  [0.35192011 1.46877692]],6,"{0: 317, 1: 0, 2: 241, 3: 213, 4: 229, 5: 0}",2,1,1
155,100000.0,15,250,1000,6,True,0.5442998546559712,4,4,[0.77287412 3.79318913] [0.64231425 0.80162478] [3.60928999 0.93309874] [3.71012398 3.91149858],[0.24116054 0.00106975 0.18193323 0.27482924 0.29993735 0.00106988],[[1.45645195 0.31284907]  [0.31284907 1.42302199]] [[1.48322417 0.30090463]  [0.30090463 1.03632744]] [[2.05157977 0.3407819 ]  [0.3407819  1.12898779]] [[1.93009482 0.35836319]  [0.35836319 1.41322708]],6,"{0: 245, 1: 0, 2: 184, 3: 275, 4: 296, 5: 0}",2,1,1
156,100000.0,16,250,1000,6,True,0.5662450205511069,4,4,[3.94106689 1.05441966] [0.87463805 0.96598812] [4.17235069 3.91407532] [1.32641151 4.03983277],[0.26412621 0.00106935 0.21300854 0.22850983 0.00107208 0.29221399],[[1.67099716 0.51136175]  [0.51136175 1.44668271]] [[1.25135425 0.42564336]  [0.42564336 1.42850422]] [[1.47439276 0.69127258]  [0.69127258 1.63803137]] [[1.83956242 0.49580225]  [0.49580225 1.50999617]],6,"{0: 262, 1: 0, 2: 215, 3: 234, 4: 0, 5: 289}",2,1,1
157,100000.0,17,250,1000,6,True,0.4964155307186338,6,5,[4.26644134 1.26446866] [1.13355086 3.7825525 ] [-0.65035908  1.37680097] [1.12352776 1.10932902] [2.05366586 0.3896256 ] [4.28466914 4.24748066],[0.23838758 0.33317622 0.00451323 0.14267051 0.07157657 0.2096759 ],[[1.20017351 0.35686057]  [0.35686057 1.54429974]] [[1.40361258 0.59345437]  [0.59345437 2.09233273]] [[7.37236549 2.58680921]  [2.58680921 2.92624994]] [[1.33768422 1.01587186]  [1.01587186 1.30605413]] [[0.71395848 0.21843308]  [0.21843308 1.2764466 ]] [[1.0416153  0.43386854]  [0.43386854 1.48620752]],6,"{0: 235, 1: 324, 2: 2, 3: 172, 4: 53, 5: 214}",7,1,6
158,100000.0,18,250,1000,6,True,0.4134838591184941,6,6,[0.86292564 3.33325867] [1.10014981 0.54513368] [3.79967938 2.68845577] [3.72467973 4.64364866] [-0.15934463  2.42145279] [3.99199099 0.81333796],[0.20626342 0.17795264 0.13547314 0.21183435 0.05633128 0.21214517],[[ 0.6552801  -0.05373779]  [-0.05373779  2.28187355]] [[1.80802152 0.62719994]  [0.62719994 1.46070228]] [[ 1.82812588 -0.04200556]  [-0.04200556  0.5702325 ]] [[1.99863287 0.13542864]  [0.13542864 0.86071745]] [[ 2.54989901 -0.06398569]  [-0.06398569  1.77704665]] [[1.36654357 0.29340792]  [0.29340792 1.47071415]],6,"{0: 234, 1: 185, 2: 148, 3: 200, 4: 27, 5: 206}",4,2,1
159,100000.0,19,250,1000,6,True,0.5702007225076671,4,4,[1.19242974 4.01600384] [4.02454741 1.26658089] [4.19111906 4.24688935] [1.05126224 1.05306551],[0.00106965 0.27553908 0.26999749 0.20421881 0.00107024 0.24810473],[[1.61757958 0.43515128]  [0.43515128 1.41750328]] [[1.45987752 0.44929319]  [0.44929319 1.56921074]] [[1.34371969 0.44636013]  [0.44636013 1.28556315]] [[1.51349348 0.49226704]  [0.49226704 1.44867667]],6,"{0: 0, 1: 271, 2: 267, 3: 207, 4: 0, 5: 255}",2,1,1
