,Concentration,Mean ARI,Mean height ARI,ARI standard dev,Percent converged,Mean number of categories,Number of categories standard dev,MaxIters,Num seeds,Mean nasal splits,Stdev nasal splits,Samples,MaxCats
0,1.6e-07,0.3039398355225195,0.7472544922173628,0.030202437106646593,0.95,2.85,0.7921489758877429,1000,20,0.2,0.4301162633521314,250,6
1,0.16666666666666666,0.2680530927756797,0.6123049781773225,0.05164060902273585,1.0,4.1,1.2609520212918492,1000,20,0.6,0.9300537618869136,250,6
2,1.0,0.2690130338787545,0.6210409648769163,0.05134813220723658,1.0,4.0,1.2649110640673518,1000,20,0.575,0.9051933495115836,250,6
3,10.0,0.26551734906379304,0.6080794148263262,0.05182150801466317,1.0,4.3,1.1,1000,20,0.675,0.9324028099485758,250,6
4,100.0,0.2572257950010127,0.5662277926897187,0.054489246812571605,1.0,4.45,1.2031209415515964,1000,20,0.775,0.9614442261514706,250,6
5,1000.0,0.2412723010719953,0.4993118534524806,0.05125925252818971,1.0,4.8,1.0295630140987,1000,20,0.9,0.9823441352194252,250,6
6,10000.0,0.24234328747216904,0.5012149479125885,0.04509712220389126,1.0,4.95,0.804673846971554,1000,20,0.975,0.9483538369195328,250,6
7,100000.0,0.24064568926279195,0.493173467646624,0.042243261739216414,1.0,5.0,0.8366600265340756,1000,20,0.9,0.9300537618869138,250,6
0,1.6e-07,0.3053606832651021,0.7535263293519434,0.029090927472665763,1.0,2.8,0.7483314773547883,3000,20,0.175,0.41155194082885815,250,6
1,0.16666666666666666,0.2680530927756797,0.6123049781773225,0.05164060902273585,1.0,4.1,1.2609520212918492,3000,20,0.6,0.9300537618869136,250,6
2,1.0,0.2690130338787545,0.6210409648769163,0.05134813220723658,1.0,4.0,1.2649110640673518,3000,20,0.575,0.9051933495115836,250,6
3,10.0,0.26551734906379304,0.6080794148263262,0.05182150801466317,1.0,4.3,1.1,3000,20,0.675,0.9324028099485758,250,6
4,100.0,0.2572257950010127,0.5662277926897187,0.054489246812571605,1.0,4.45,1.2031209415515964,3000,20,0.775,0.9614442261514706,250,6
5,1000.0,0.2412723010719953,0.4993118534524806,0.05125925252818971,1.0,4.8,1.0295630140987,3000,20,0.9,0.9823441352194252,250,6
6,10000.0,0.24234328747216904,0.5012149479125885,0.04509712220389126,1.0,4.95,0.804673846971554,3000,20,0.975,0.9483538369195328,250,6
7,100000.0,0.24064568926279195,0.493173467646624,0.042243261739216414,1.0,5.0,0.8366600265340756,3000,20,0.9,0.9300537618869138,250,6
0,1.6e-07,0.26572931540297395,0.5900884810985756,0.036522789494389536,1.0,4.35,0.7921489758877431,1000,20,0.825,1.0341058939973218,300,6
1,0.16666666666666666,0.2656276821161297,0.5897892924308714,0.03647117214969214,1.0,4.35,0.7921489758877431,1000,20,0.825,1.0341058939973218,300,6
2,1.0,0.2656266506103792,0.5898104728489852,0.036471839398413926,1.0,4.35,0.7921489758877431,1000,20,0.825,1.0341058939973218,300,6
3,10.0,0.2709342133342478,0.6058046595697428,0.0317035453904004,1.0,4.25,0.82915619758885,1000,20,0.75,0.9013878188659972,300,6
4,100.0,0.2573316182319899,0.5507671183812887,0.03283869688668413,1.0,4.75,0.9937303457175896,1000,20,1.05,1.16081867662439,300,6
5,1000.0,0.24022919185616085,0.4947013697455221,0.03997753402297539,1.0,4.95,0.9205976319760985,1000,20,1.1,1.1022703842524302,300,6
6,10000.0,0.23395041803146935,0.4800775216333041,0.04245387139516618,1.0,5.0,0.9486832980505138,1000,20,1.075,1.0697546447667334,300,6
7,100000.0,0.2335464752567241,0.4804258212712878,0.043200336181425714,1.0,5.0,0.9486832980505138,1000,20,1.05,1.035615758860399,300,6
0,1.6e-07,0.26572931540297395,0.5900884810985756,0.036522789494389536,1.0,4.35,0.7921489758877431,3000,20,0.825,1.0341058939973218,300,6
1,0.16666666666666666,0.2656276821161297,0.5897892924308714,0.03647117214969214,1.0,4.35,0.7921489758877431,3000,20,0.825,1.0341058939973218,300,6
2,1.0,0.2656266506103792,0.5898104728489852,0.036471839398413926,1.0,4.35,0.7921489758877431,3000,20,0.825,1.0341058939973218,300,6
3,10.0,0.2709342133342478,0.6058046595697428,0.0317035453904004,1.0,4.25,0.82915619758885,3000,20,0.75,0.9013878188659972,300,6
4,100.0,0.2573316182319899,0.5507671183812887,0.03283869688668413,1.0,4.75,0.9937303457175896,3000,20,1.05,1.16081867662439,300,6
5,1000.0,0.24022919185616085,0.4947013697455221,0.03997753402297539,1.0,4.95,0.9205976319760985,3000,20,1.1,1.1022703842524302,300,6
6,10000.0,0.23395041803146935,0.4800775216333041,0.04245387139516618,1.0,5.0,0.9486832980505138,3000,20,1.075,1.0697546447667334,300,6
7,100000.0,0.2335464752567241,0.4804258212712878,0.043200336181425714,1.0,5.0,0.9486832980505138,3000,20,1.05,1.035615758860399,300,6
0,1.6e-07,0.259112733843573,0.5775617988671142,0.04877963110421294,0.95,4.1,1.1789826122551597,1000,20,0.75,1.0781929326423914,350,6
1,0.16666666666666666,0.2590817756221719,0.5774915510580587,0.04878655413709263,0.95,4.1,1.1789826122551597,1000,20,0.75,1.0781929326423914,350,6
2,1.0,0.2592105987618475,0.5777088551063929,0.048768946252186224,0.95,4.1,1.1789826122551597,1000,20,0.75,1.0781929326423914,350,6
3,10.0,0.2582908621757472,0.5742678165284298,0.049892691636808255,0.95,4.2,1.16619037896906,1000,20,0.75,1.0547511554864493,350,6
4,100.0,0.2539817573321138,0.5638506105289253,0.050295023611054666,0.9,4.55,1.2031209415515964,1000,20,0.925,1.159471862530523,350,6
5,1000.0,0.2376963637481357,0.4886446035116103,0.04245240967659061,1.0,5.1,0.7681145747868608,1000,20,1.325,1.3944084767384342,350,6
6,10000.0,0.23002281784857265,0.4680629866724627,0.04224780714279352,0.95,5.35,0.6538348415311012,1000,20,1.45,1.4482748357960242,350,6
7,100000.0,0.2297347597484943,0.4668143260961701,0.042404628340157784,0.95,5.35,0.6538348415311012,1000,20,1.45,1.4482748357960238,350,6
0,1.6e-07,0.25914749535964543,0.5774376559844144,0.048801471698985986,1.0,4.1,1.1789826122551597,3000,20,0.75,1.0781929326423914,350,6
1,0.16666666666666666,0.25911653713824434,0.5773674081753588,0.04880841368252735,1.0,4.1,1.1789826122551597,3000,20,0.75,1.0781929326423914,350,6
2,1.0,0.25924536027791995,0.5775847122236932,0.04879072190495444,1.0,4.1,1.1789826122551597,3000,20,0.75,1.0781929326423914,350,6
3,10.0,0.2583624300727724,0.5742539791208455,0.049938323923903835,1.0,4.2,1.16619037896906,3000,20,0.75,1.0547511554864493,350,6
4,100.0,0.2543652258127109,0.564506488813684,0.05017831275829551,1.0,4.55,1.2031209415515964,3000,20,0.925,1.159471862530523,350,6
5,1000.0,0.2376963637481357,0.4886446035116103,0.04245240967659061,1.0,5.1,0.7681145747868608,3000,20,1.325,1.3944084767384342,350,6
6,10000.0,0.23037866286259825,0.4687859217520026,0.04281659651472159,1.0,5.35,0.6538348415311012,3000,20,1.425,1.4558073361540669,350,6
7,100000.0,0.2302062638055288,0.4677749733358714,0.043143813675016185,1.0,5.35,0.6538348415311012,3000,20,1.45,1.4482748357960238,350,6
0,1.6e-07,0.2540698252541717,0.5736919624005068,0.05053414751135472,1.0,4.4,1.0677078252031311,1000,20,0.875,1.2285662375305615,400,6
1,0.16666666666666666,0.25418904340056075,0.5736788148205678,0.050478089179838884,1.0,4.4,1.0677078252031311,1000,20,0.875,1.2285662375305615,400,6
2,1.0,0.2541312104827742,0.573488961209219,0.050430816370453206,1.0,4.4,1.0677078252031311,1000,20,0.875,1.2285662375305615,400,6
3,10.0,0.25215632644789776,0.559047306226274,0.04993079267447677,1.0,4.65,0.8529361054615991,1000,20,1.0,1.2549900398011131,400,6
4,100.0,0.2445820277816626,0.5350518536690927,0.05098059404703247,1.0,4.8,0.9273618495495703,1000,20,1.2,1.307669683062202,400,6
5,1000.0,0.22567847466711136,0.4665290725050091,0.04344633420397294,1.0,5.25,0.82915619758885,1000,20,1.3,1.298075498574717,400,6
6,10000.0,0.2294126957191042,0.489871226411151,0.04565294979514843,0.95,5.1,0.7681145747868608,1000,20,1.2,1.2288205727444508,400,6
7,100000.0,0.22433703524642798,0.4744295035087438,0.0453058628120648,1.0,5.2,0.7483314773547883,1000,20,1.275,1.3131545986668895,400,6
0,1.6e-07,0.2540698252541717,0.5736919624005068,0.05053414751135472,1.0,4.4,1.0677078252031311,3000,20,0.875,1.2285662375305615,400,6
1,0.16666666666666666,0.25418904340056075,0.5736788148205678,0.050478089179838884,1.0,4.4,1.0677078252031311,3000,20,0.875,1.2285662375305615,400,6
2,1.0,0.2541312104827742,0.573488961209219,0.050430816370453206,1.0,4.4,1.0677078252031311,3000,20,0.875,1.2285662375305615,400,6
3,10.0,0.25215632644789776,0.559047306226274,0.04993079267447677,1.0,4.65,0.8529361054615991,3000,20,1.0,1.2549900398011131,400,6
4,100.0,0.2445820277816626,0.5350518536690927,0.05098059404703247,1.0,4.8,0.9273618495495703,3000,20,1.2,1.307669683062202,400,6
5,1000.0,0.22567847466711136,0.4665290725050091,0.04344633420397294,1.0,5.25,0.82915619758885,3000,20,1.3,1.298075498574717,400,6
6,10000.0,0.2294462713886408,0.4901068854847465,0.045689870751251374,1.0,5.1,0.7681145747868608,3000,20,1.2,1.2288205727444508,400,6
7,100000.0,0.22433703524642798,0.4744295035087438,0.0453058628120648,1.0,5.2,0.7483314773547883,3000,20,1.275,1.3131545986668895,400,6
0,1.6e-07,0.25159365391814936,0.5592711899974452,0.043933633855873656,1.0,4.3,1.2688577540449522,1000,20,0.9,1.0677078252031311,450,6
1,0.16666666666666666,0.2515857978028103,0.5592390539802912,0.04393385937800527,1.0,4.3,1.2688577540449522,1000,20,0.9,1.0677078252031311,450,6
2,1.0,0.25212882593582936,0.5597845815260507,0.04438768481061553,1.0,4.4,1.1575836902790224,1000,20,0.925,1.0580051984749417,450,6
3,10.0,0.2521410330290236,0.5602233933827776,0.044335658282892085,1.0,4.4,1.1575836902790224,1000,20,0.95,1.0943034314119644,450,6
4,100.0,0.24800652959483355,0.546143047360611,0.045108470923674114,1.0,4.75,1.0897247358851685,1000,20,1.05,1.182159041753689,450,6
5,1000.0,0.24071821374871186,0.5170133795871349,0.0433008826411088,0.95,4.9,0.9433981132056604,1000,20,1.225,1.193471826228001,450,6
6,10000.0,0.23709002243427815,0.505028492311093,0.04345474657524757,1.0,5.0,0.8944271909999159,1000,20,1.275,1.234655822486575,450,6
7,100000.0,0.2369067812689772,0.5031754036430595,0.042649640770455806,0.95,5.05,0.804673846971554,1000,20,1.25,1.1989578808281798,450,6
0,1.6e-07,0.25159365391814936,0.5592711899974452,0.043933633855873656,1.0,4.3,1.2688577540449522,3000,20,0.9,1.0677078252031311,450,6
1,0.16666666666666666,0.2515857978028103,0.5592390539802912,0.04393385937800527,1.0,4.3,1.2688577540449522,3000,20,0.9,1.0677078252031311,450,6
2,1.0,0.25212882593582936,0.5597845815260507,0.04438768481061553,1.0,4.4,1.1575836902790224,3000,20,0.925,1.0580051984749417,450,6
3,10.0,0.2521410330290236,0.5602233933827776,0.044335658282892085,1.0,4.4,1.1575836902790224,3000,20,0.95,1.0943034314119644,450,6
4,100.0,0.24800652959483355,0.546143047360611,0.045108470923674114,1.0,4.75,1.0897247358851685,3000,20,1.05,1.182159041753689,450,6
5,1000.0,0.2423273290474881,0.5213254355395254,0.04472430070331961,1.0,4.85,0.9630680142129112,3000,20,1.2,1.197914855071094,450,6
6,10000.0,0.23709002243427815,0.505028492311093,0.04345474657524757,1.0,5.0,0.8944271909999159,3000,20,1.275,1.234655822486575,450,6
7,100000.0,0.2375948370301682,0.5055416671346078,0.043703270804550685,1.0,5.0,0.8944271909999159,3000,20,1.25,1.1989578808281798,450,6
0,1.6e-07,0.2449927992211716,0.5556974579929171,0.045019033768063606,1.0,4.6,1.2409673645990855,1000,20,1.025,1.234655822486575,500,6
1,0.16666666666666666,0.2449895890516895,0.5556838489696001,0.04501756447049345,1.0,4.6,1.2409673645990855,1000,20,1.025,1.234655822486575,500,6
2,1.0,0.2423211771437944,0.549368011702056,0.04515511334972662,1.0,4.65,1.235920709430827,1000,20,1.075,1.2427288521636568,500,6
3,10.0,0.24197634300811036,0.5483738761545329,0.0451588803651686,1.0,4.65,1.235920709430827,1000,20,1.075,1.2427288521636568,500,6
4,100.0,0.2428710129230289,0.5488671966014176,0.04448057105962112,1.0,4.85,1.1079259903080172,1000,20,1.125,1.4086784586980805,500,6
5,1000.0,0.2403600176592953,0.5183009753993394,0.0395365839107345,1.0,5.15,0.8529361054615991,1000,20,1.25,1.3829316685939332,500,6
6,10000.0,0.23695152059903696,0.5044513961936599,0.039908940491885855,0.85,5.05,0.8645808232895291,1000,20,1.375,1.3997767679169422,500,6
7,100000.0,0.2376603386380038,0.5093189505735416,0.036468832481691485,0.85,5.1,0.8888194417315589,1000,20,1.4,1.4106735979665883,500,6
0,1.6e-07,0.2449927992211716,0.5556974579929171,0.045019033768063606,1.0,4.6,1.2409673645990855,3000,20,1.025,1.234655822486575,500,6
1,0.16666666666666666,0.2449895890516895,0.5556838489696001,0.04501756447049345,1.0,4.6,1.2409673645990855,3000,20,1.025,1.234655822486575,500,6
2,1.0,0.2423211771437944,0.549368011702056,0.04515511334972662,1.0,4.65,1.235920709430827,3000,20,1.075,1.2427288521636568,500,6
3,10.0,0.24197634300811036,0.5483738761545329,0.0451588803651686,1.0,4.65,1.235920709430827,3000,20,1.075,1.2427288521636568,500,6
4,100.0,0.2428710129230289,0.5488671966014176,0.04448057105962112,1.0,4.85,1.1079259903080172,3000,20,1.125,1.4086784586980805,500,6
5,1000.0,0.2403600176592953,0.5183009753993394,0.0395365839107345,1.0,5.15,0.8529361054615991,3000,20,1.25,1.3829316685939332,500,6
6,10000.0,0.2368515495158247,0.5063167454285294,0.03966374175800105,1.0,5.05,0.8645808232895291,3000,20,1.375,1.3997767679169422,500,6
7,100000.0,0.23739858405806274,0.5083423620403471,0.036290832721950765,1.0,5.1,0.8888194417315589,3000,20,1.4,1.4106735979665883,500,6
